,Kitsp,lon,lat,Rooms,Brick,Bal,Nfloors,Dist,District,Tel,New,Price,Floor,Livesp,Totsp,N,Walk,Metrdist
5293,"11,2",37.510957,55.523648,1,1.0,1.0,17,0.06830434648314976,0,1.0,,4591569,2,"18,6","38,8",5293,1.0,15
5294,"18,5",37.588611,55.570405,2,1.0,0.0,7,0.06830434648314976,0,0.0,0.0,18300000,2,"48,5",96,5294,0.0,10
5295,"8,3",37.580023,55.683351,2,0.0,,14,0.06830434648314976,0,0.0,0.0,11950000,2,"30,9",51,5295,1.0,10
5296,–,37.569866,55.570105,1,1.0,1.0,7,0.06830434648314976,0,1.0,,2865000,3,"20,5","20,5",5296,1.0,8
5297,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,0.0,0.0,2920500,2,12,"17,7",5297,1.0,11
5298,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3081784,17,"27,9","27,9",5298,1.0,15
5299,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3082891,16,"27,9","27,9",5299,1.0,15
5300,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3179644,14,"28,6","28,6",5300,1.0,15
5301,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,,0.0,3311500,9,12,"17,9",5301,1.0,11
5302,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3790725,2,"37,2","37,2",5302,1.0,15
5303,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3814554,2,"37,2","37,2",5303,1.0,15
5304,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3854774,2,"39,2","39,2",5304,1.0,15
5305,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3881322,3,"38,8","38,8",5305,1.0,15
5306,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3916322,5,"38,6","38,6",5306,1.0,15
5307,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,4027770,14,"37,7","37,7",5307,1.0,15
5308,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4081641,12,"40,6","40,6",5308,1.0,15
5309,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4174451,16,"40,4","40,4",5309,1.0,15
5310,9,37.589635,55.504517,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4300000,13,20,44,5310,0.0,15
5311,"8,5",37.5925,55.503405,1,0.0,1.0,14,0.06830434648314976,0,,0.0,4300000,13,"19,7","42,1",5311,0.0,15
5312,6,37.481163,55.62666,1,,,9,0.06830434648314976,0,1.0,0.0,4300000,1,16,28,5312,0.0,5
5313,8,37.509676,55.540032,1,0.0,,14,0.06830434648314976,0,1.0,0.0,4400000,2,"18,9","37,6",5313,1.0,5
5314,6,37.5228,55.600816,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,5,18,33,5314,1.0,12
5315,9,37.583293,55.503589,1,,1.0,17,0.06830434648314976,0,0.0,0.0,4500000,3,20,42,5315,,
5316,7,37.594567,55.504899,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,40,5316,,
5317,8,37.576412,55.503767,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,38,5317,1.0,5
5318,"8,7",37.594549,55.503038,1,,1.0,10,0.06830434648314976,0,1.0,0.0,4500000,4,20,"42,2",5318,0.0,15
5319,12,37.596956,55.501355,1,0.0,1.0,24,0.06830434648314976,0,0.0,0.0,4550000,7,19,40,5319,0.0,10
5320,9,37.589114,55.50312,1,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,4600000,7,"19,8","43,4",5320,,
5321,"9,4",37.497643,55.649277,1,1.0,1.0,7,0.06830434648314976,0,,,5761900,7,"14,9","36,7",5321,1.0,10
5322,11,37.547567,55.665639,2,1.0,0.0,40,0.06830434648314976,0,0.0,0.0,25000000,39,"45,5","64,1",5322,1.0,2
5323,6,37.585997,55.681646,2,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,10200000,3,29,44,5323,1.0,16
5324,–,37.569866,55.570105,1,1.0,1.0,7,0.06830434648314976,0,1.0,,2865000,3,"20,5","20,5",5324,1.0,8
5325,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,0.0,0.0,2920500,2,12,"17,7",5325,1.0,11
5326,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3081784,17,"27,9","27,9",5326,1.0,15
5327,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3082891,16,"27,9","27,9",5327,1.0,15
5328,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3179644,14,"28,6","28,6",5328,1.0,15
5329,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,,0.0,3311500,9,12,"17,9",5329,1.0,11
5330,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3790725,2,"37,2","37,2",5330,1.0,15
5331,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3814554,2,"37,2","37,2",5331,1.0,15
5332,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3854774,2,"39,2","39,2",5332,1.0,15
5333,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3881322,3,"38,8","38,8",5333,1.0,15
5334,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3916322,5,"38,6","38,6",5334,1.0,15
5335,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,4027770,14,"37,7","37,7",5335,1.0,15
5336,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4081641,12,"40,6","40,6",5336,1.0,15
5337,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4174451,16,"40,4","40,4",5337,1.0,15
5338,9,37.589635,55.504517,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4300000,13,20,44,5338,0.0,15
5339,"8,5",37.5925,55.503405,1,0.0,1.0,14,0.06830434648314976,0,,0.0,4300000,13,"19,7","42,1",5339,0.0,15
5340,6,37.481163,55.62666,1,,,9,0.06830434648314976,0,1.0,0.0,4300000,1,16,28,5340,0.0,5
5341,8,37.509676,55.540032,1,0.0,,14,0.06830434648314976,0,1.0,0.0,4400000,2,"18,9","37,6",5341,1.0,5
5342,6,37.5228,55.600816,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,5,18,33,5342,1.0,12
5343,9,37.583293,55.503589,1,,1.0,17,0.06830434648314976,0,0.0,0.0,4500000,3,20,42,5343,,
5344,7,37.594567,55.504899,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,40,5344,,
5345,8,37.576412,55.503767,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,38,5345,1.0,5
5346,"8,7",37.594549,55.503038,1,,1.0,10,0.06830434648314976,0,1.0,0.0,4500000,4,20,"42,2",5346,0.0,15
5347,12,37.596956,55.501355,1,0.0,1.0,24,0.06830434648314976,0,0.0,0.0,4550000,7,19,40,5347,0.0,10
5348,9,37.589114,55.50312,1,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,4600000,7,"19,8","43,4",5348,,
5349,5,37.590596,55.655844,2,0.0,0.0,5,0.06830434648314976,0,1.0,0.0,6500000,3,28,40,5349,1.0,7
5350,20,37.515335,55.663299,2,1.0,1.0,16,0.06830434648314976,0,1.0,,19416000,12,65,"79,9",5350,1.0,15
5351,"9,6",37.57351,55.666127,2,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,10450000,14,33,55,5351,1.0,10
5352,–,37.569866,55.570105,1,1.0,1.0,7,0.06830434648314976,0,1.0,,2865000,3,"20,5","20,5",5352,1.0,8
5353,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,0.0,0.0,2920500,2,12,"17,7",5353,1.0,11
5354,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3081784,17,"27,9","27,9",5354,1.0,15
5355,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3082891,16,"27,9","27,9",5355,1.0,15
5356,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3179644,14,"28,6","28,6",5356,1.0,15
5357,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,,0.0,3311500,9,12,"17,9",5357,1.0,11
5358,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3790725,2,"37,2","37,2",5358,1.0,15
5359,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3814554,2,"37,2","37,2",5359,1.0,15
5360,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3854774,2,"39,2","39,2",5360,1.0,15
5361,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3881322,3,"38,8","38,8",5361,1.0,15
5362,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3916322,5,"38,6","38,6",5362,1.0,15
5363,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,4027770,14,"37,7","37,7",5363,1.0,15
5364,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4081641,12,"40,6","40,6",5364,1.0,15
5365,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4174451,16,"40,4","40,4",5365,1.0,15
5366,9,37.589635,55.504517,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4300000,13,20,44,5366,0.0,15
5367,"8,5",37.5925,55.503405,1,0.0,1.0,14,0.06830434648314976,0,,0.0,4300000,13,"19,7","42,1",5367,0.0,15
5368,6,37.481163,55.62666,1,,,9,0.06830434648314976,0,1.0,0.0,4300000,1,16,28,5368,0.0,5
5369,8,37.509676,55.540032,1,0.0,,14,0.06830434648314976,0,1.0,0.0,4400000,2,"18,9","37,6",5369,1.0,5
5370,6,37.5228,55.600816,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,5,18,33,5370,1.0,12
5371,9,37.583293,55.503589,1,,1.0,17,0.06830434648314976,0,0.0,0.0,4500000,3,20,42,5371,,
5372,7,37.594567,55.504899,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,40,5372,,
5373,8,37.576412,55.503767,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,38,5373,1.0,5
5374,"8,7",37.594549,55.503038,1,,1.0,10,0.06830434648314976,0,1.0,0.0,4500000,4,20,"42,2",5374,0.0,15
5375,12,37.596956,55.501355,1,0.0,1.0,24,0.06830434648314976,0,0.0,0.0,4550000,7,19,40,5375,0.0,10
5376,9,37.589114,55.50312,1,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,4600000,7,"19,8","43,4",5376,,
5377,"26,1",37.523456,55.64192,2,1.0,1.0,13,0.06830434648314976,0,1.0,0.0,24900000,13,"35,6",85,5377,1.0,1
5378,"13,7",37.551786,55.680985,2,1.0,1.0,20,0.06830434648314976,0,1.0,,15129274,3,36,"66,1",5378,1.0,15
5379,10,37.509397,55.661379,1,1.0,,37,0.06830434648314976,0,1.0,0.0,12700000,24,20,"39,5",5379,1.0,24
5380,–,37.569866,55.570105,1,1.0,1.0,7,0.06830434648314976,0,1.0,,2865000,3,"20,5","20,5",5380,1.0,8
5381,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,0.0,0.0,2920500,2,12,"17,7",5381,1.0,11
5382,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3081784,17,"27,9","27,9",5382,1.0,15
5383,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3082891,16,"27,9","27,9",5383,1.0,15
5384,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3179644,14,"28,6","28,6",5384,1.0,15
5385,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,,0.0,3311500,9,12,"17,9",5385,1.0,11
5386,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3790725,2,"37,2","37,2",5386,1.0,15
5387,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3814554,2,"37,2","37,2",5387,1.0,15
5388,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3854774,2,"39,2","39,2",5388,1.0,15
5389,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3881322,3,"38,8","38,8",5389,1.0,15
5390,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3916322,5,"38,6","38,6",5390,1.0,15
5391,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,4027770,14,"37,7","37,7",5391,1.0,15
5392,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4081641,12,"40,6","40,6",5392,1.0,15
5393,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4174451,16,"40,4","40,4",5393,1.0,15
5394,9,37.589635,55.504517,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4300000,13,20,44,5394,0.0,15
5395,"8,5",37.5925,55.503405,1,0.0,1.0,14,0.06830434648314976,0,,0.0,4300000,13,"19,7","42,1",5395,0.0,15
5396,6,37.481163,55.62666,1,,,9,0.06830434648314976,0,1.0,0.0,4300000,1,16,28,5396,0.0,5
5397,8,37.509676,55.540032,1,0.0,,14,0.06830434648314976,0,1.0,0.0,4400000,2,"18,9","37,6",5397,1.0,5
5398,6,37.5228,55.600816,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,5,18,33,5398,1.0,12
5399,9,37.583293,55.503589,1,,1.0,17,0.06830434648314976,0,0.0,0.0,4500000,3,20,42,5399,,
5400,7,37.594567,55.504899,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,40,5400,,
5401,8,37.576412,55.503767,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,38,5401,1.0,5
5402,"8,7",37.594549,55.503038,1,,1.0,10,0.06830434648314976,0,1.0,0.0,4500000,4,20,"42,2",5402,0.0,15
5403,12,37.596956,55.501355,1,0.0,1.0,24,0.06830434648314976,0,0.0,0.0,4550000,7,19,40,5403,0.0,10
5404,9,37.589114,55.50312,1,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,4600000,7,"19,8","43,4",5404,,
5405,14,37.530301,55.604463,2,0.0,1.0,22,0.06830434648314976,0,1.0,0.0,11800000,5,35,64,5405,,
5406,"8,3",37.580023,55.683351,2,0.0,,14,0.06830434648314976,0,0.0,0.0,11950000,2,"30,9",51,5406,1.0,10
5407,15,37.509397,55.661379,2,1.0,,40,0.06830434648314976,0,1.0,0.0,19570000,30,40,"68,2",5407,1.0,14
5408,–,37.569866,55.570105,1,1.0,1.0,7,0.06830434648314976,0,1.0,,2865000,3,"20,5","20,5",5408,1.0,8
5409,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,0.0,0.0,2920500,2,12,"17,7",5409,1.0,11
5410,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3081784,17,"27,9","27,9",5410,1.0,15
5411,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3082891,16,"27,9","27,9",5411,1.0,15
5412,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3179644,14,"28,6","28,6",5412,1.0,15
5413,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,,0.0,3311500,9,12,"17,9",5413,1.0,11
5414,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3790725,2,"37,2","37,2",5414,1.0,15
5415,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3814554,2,"37,2","37,2",5415,1.0,15
5416,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3854774,2,"39,2","39,2",5416,1.0,15
5417,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3881322,3,"38,8","38,8",5417,1.0,15
5418,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3916322,5,"38,6","38,6",5418,1.0,15
5419,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,4027770,14,"37,7","37,7",5419,1.0,15
5420,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4081641,12,"40,6","40,6",5420,1.0,15
5421,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4174451,16,"40,4","40,4",5421,1.0,15
5422,9,37.589635,55.504517,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4300000,13,20,44,5422,0.0,15
5423,"8,5",37.5925,55.503405,1,0.0,1.0,14,0.06830434648314976,0,,0.0,4300000,13,"19,7","42,1",5423,0.0,15
5424,6,37.481163,55.62666,1,,,9,0.06830434648314976,0,1.0,0.0,4300000,1,16,28,5424,0.0,5
5425,8,37.509676,55.540032,1,0.0,,14,0.06830434648314976,0,1.0,0.0,4400000,2,"18,9","37,6",5425,1.0,5
5426,6,37.5228,55.600816,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,5,18,33,5426,1.0,12
5427,9,37.583293,55.503589,1,,1.0,17,0.06830434648314976,0,0.0,0.0,4500000,3,20,42,5427,,
5428,7,37.594567,55.504899,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,40,5428,,
5429,8,37.576412,55.503767,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,38,5429,1.0,5
5430,"8,7",37.594549,55.503038,1,,1.0,10,0.06830434648314976,0,1.0,0.0,4500000,4,20,"42,2",5430,0.0,15
5431,12,37.596956,55.501355,1,0.0,1.0,24,0.06830434648314976,0,0.0,0.0,4550000,7,19,40,5431,0.0,10
5432,9,37.589114,55.50312,1,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,4600000,7,"19,8","43,4",5432,,
5433,"13,3",37.497643,55.649277,2,1.0,,7,0.06830434648314976,0,,,10245900,4,"32,6","69,7",5433,1.0,10
5434,15,37.509397,55.661379,2,1.0,,48,0.06830434648314976,0,0.0,0.0,19690000,31,55,81,5434,1.0,24
5435,"16,1",37.561005,55.659353,2,1.0,1.0,23,0.06830434648314976,0,1.0,,21214800,14,33,"85,2",5435,0.0,2
5436,–,37.569866,55.570105,1,1.0,1.0,7,0.06830434648314976,0,1.0,,2865000,3,"20,5","20,5",5436,1.0,8
5437,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,0.0,0.0,2920500,2,12,"17,7",5437,1.0,11
5438,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3081784,17,"27,9","27,9",5438,1.0,15
5439,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3082891,16,"27,9","27,9",5439,1.0,15
5440,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3179644,14,"28,6","28,6",5440,1.0,15
5441,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,,0.0,3311500,9,12,"17,9",5441,1.0,11
5442,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3790725,2,"37,2","37,2",5442,1.0,15
5443,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3814554,2,"37,2","37,2",5443,1.0,15
5444,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3854774,2,"39,2","39,2",5444,1.0,15
5445,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3881322,3,"38,8","38,8",5445,1.0,15
5446,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3916322,5,"38,6","38,6",5446,1.0,15
5447,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,4027770,14,"37,7","37,7",5447,1.0,15
5448,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4081641,12,"40,6","40,6",5448,1.0,15
5449,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4174451,16,"40,4","40,4",5449,1.0,15
5450,9,37.589635,55.504517,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4300000,13,20,44,5450,0.0,15
5451,"8,5",37.5925,55.503405,1,0.0,1.0,14,0.06830434648314976,0,,0.0,4300000,13,"19,7","42,1",5451,0.0,15
5452,6,37.481163,55.62666,1,,,9,0.06830434648314976,0,1.0,0.0,4300000,1,16,28,5452,0.0,5
5453,8,37.509676,55.540032,1,0.0,,14,0.06830434648314976,0,1.0,0.0,4400000,2,"18,9","37,6",5453,1.0,5
5454,6,37.5228,55.600816,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,5,18,33,5454,1.0,12
5455,9,37.583293,55.503589,1,,1.0,17,0.06830434648314976,0,0.0,0.0,4500000,3,20,42,5455,,
5456,7,37.594567,55.504899,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,40,5456,,
5457,8,37.576412,55.503767,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,38,5457,1.0,5
5458,"8,7",37.594549,55.503038,1,,1.0,10,0.06830434648314976,0,1.0,0.0,4500000,4,20,"42,2",5458,0.0,15
5459,12,37.596956,55.501355,1,0.0,1.0,24,0.06830434648314976,0,0.0,0.0,4550000,7,19,40,5459,0.0,10
5460,9,37.589114,55.50312,1,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,4600000,7,"19,8","43,4",5460,,
5461,"9,4",37.497643,55.649277,1,1.0,1.0,7,0.06830434648314976,0,,,5761900,7,"14,9","36,7",5461,1.0,10
5462,–,37.600181,55.654701,1,,1.0,21,0.06830434648314976,0,1.0,,6840000,2,–,"34,2",5462,1.0,7
5463,30,37.510439,55.661217,2,1.0,0.0,34,0.06830434648314976,0,0.0,0.0,31500000,30,27,93,5463,0.0,5
5464,–,37.569866,55.570105,1,1.0,1.0,7,0.06830434648314976,0,1.0,,2865000,3,"20,5","20,5",5464,1.0,8
5465,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,0.0,0.0,2920500,2,12,"17,7",5465,1.0,11
5466,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3081784,17,"27,9","27,9",5466,1.0,15
5467,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3082891,16,"27,9","27,9",5467,1.0,15
5468,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3179644,14,"28,6","28,6",5468,1.0,15
5469,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,,0.0,3311500,9,12,"17,9",5469,1.0,11
5470,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3790725,2,"37,2","37,2",5470,1.0,15
5471,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3814554,2,"37,2","37,2",5471,1.0,15
5472,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3854774,2,"39,2","39,2",5472,1.0,15
5473,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3881322,3,"38,8","38,8",5473,1.0,15
5474,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3916322,5,"38,6","38,6",5474,1.0,15
5475,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,4027770,14,"37,7","37,7",5475,1.0,15
5476,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4081641,12,"40,6","40,6",5476,1.0,15
5477,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4174451,16,"40,4","40,4",5477,1.0,15
5478,9,37.589635,55.504517,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4300000,13,20,44,5478,0.0,15
5479,"8,5",37.5925,55.503405,1,0.0,1.0,14,0.06830434648314976,0,,0.0,4300000,13,"19,7","42,1",5479,0.0,15
5480,6,37.481163,55.62666,1,,,9,0.06830434648314976,0,1.0,0.0,4300000,1,16,28,5480,0.0,5
5481,8,37.509676,55.540032,1,0.0,,14,0.06830434648314976,0,1.0,0.0,4400000,2,"18,9","37,6",5481,1.0,5
5482,6,37.5228,55.600816,1,0.0,,9,0.06830434648314976,0,1.0,0.0,4500000,5,18,33,5482,1.0,12
5483,9,37.583293,55.503589,1,,1.0,17,0.06830434648314976,0,0.0,0.0,4500000,3,20,42,5483,,
5484,7,37.594567,55.504899,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,40,5484,,
5485,8,37.576412,55.503767,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,4500000,6,18,38,5485,1.0,5
5486,"8,7",37.594549,55.503038,1,,1.0,10,0.06830434648314976,0,1.0,0.0,4500000,4,20,"42,2",5486,0.0,15
5487,12,37.596956,55.501355,1,0.0,1.0,24,0.06830434648314976,0,0.0,0.0,4550000,7,19,40,5487,0.0,10
5488,9,37.589114,55.50312,1,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,4600000,7,"19,8","43,4",5488,,
5489,15,37.561877,55.689486,2,1.0,1.0,19,0.06830434648314976,0,1.0,0.0,46500000,8,61,92,5489,1.0,11
5490,9,37.569171,55.567219,2,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,9100000,7,"32,1","53,7",5490,1.0,7
5491,"9,6",37.57351,55.666127,2,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,10450000,14,33,55,5491,1.0,10
5492,–,37.569866,55.570105,1,1.0,1.0,7,0.06830434648314976,0,1.0,,2865000,3,"20,5","20,5",5492,1.0,8
5493,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,0.0,0.0,2920500,2,12,"17,7",5493,1.0,11
5494,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3081784,17,"27,9","27,9",5494,1.0,15
5495,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3082891,16,"27,9","27,9",5495,1.0,15
5496,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3179644,14,"28,6","28,6",5496,1.0,15
5497,3,37.533921,55.648997,1,,,15,0.06830434648314976,0,,0.0,3311500,9,12,"17,9",5497,1.0,11
5498,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3790725,2,"37,2","37,2",5498,1.0,15
5499,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3814554,2,"37,2","37,2",5499,1.0,15
5500,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3854774,2,"39,2","39,2",5500,1.0,15
5501,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,3881322,3,"38,8","38,8",5501,1.0,15
5502,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,3916322,5,"38,6","38,6",5502,1.0,15
5503,–,37.510957,55.523648,1,1.0,0.0,16,0.06830434648314976,0,1.0,,4027770,14,"37,7","37,7",5503,1.0,15
5504,–,37.510957,55.523648,1,1.0,0.0,17,0.06830434648314976,0,1.0,,4081641,12,"40,6","40,6",5504,1.0,15
